flex_thumb,flex_index,flex_middle,flex_ring,flex_pinky,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,label
287,377,137,172,157,0.4056,9.7245,1.2246,-0.0696,0.006,-0.0093,9
339,201,154,186,112,-0.061,9.7962,0.9344,0.0636,0.0735,-0.0139,T
209,367,140,147,116,0.2503,9.5894,1.1914,-0.0237,-0.0519,0.0068,X
535,157,178,173,565,0.6135,8.9577,1.664,-0.0229,0.1011,-0.019,Y
386,552,539,540,388,0.4728,9.5029,1.068,0.0045,0.0189,0.0903,6
228,276,560,558,583,0.4005,8.9707,1.179,-0.0174,-0.0421,-0.004,F
215,146,168,131,78,0.8321,9.4639,0.3482,0.0424,-0.0268,-0.0045,A
533,532,170,146,126,0.8172,9.4912,1.2834,0.0705,0.0274,0.0509,L
200,578,554,561,114,0.6012,9.1096,1.5527,-0.0645,0.0077,-0.0194,W
303,239,544,504,554,0.7928,9.6162,1.2232,0.0445,0.1273,0.0856,F
336,328,347,315,303,0.0647,9.7706,1.2838,0.0202,-0.0063,0.1449,O
191,569,550,544,585,0.417,9.1855,0.7133,0.0134,0.0118,0.0255,4
209,198,203,200,165,0.4439,9.8485,0.9445,-0.0753,0.042,0.0843,E
346,348,305,322,295,0.5568,9.003,0.9057,-0.0119,-0.1105,0.0129,O
202,349,168,165,112,0.7159,8.8256,1.1007,-0.0773,0.044,-0.0132,X
318,558,558,350,524,0.2954,9.2699,0.9166,0.0481,0.0718,0.0075,7
312,528,197,166,122,0.6163,6.8091,5.7987,0.0286,0.0671,0.0278,Q
379,548,567,548,325,0.1798,9.7423,1.5098,-0.0665,0.0697,0.0513,6
345,346,341,331,314,0.8333,9.2697,1.8374,-0.005,-0.0068,0.0185,0
306,347,156,151,102,0.2255,9.1685,0.8342,-0.0722,-0.0298,0.0432,9
555,562,532,543,564,0.1101,9.63,0.4251,0.0406,-0.0075,0.0347,5
280,541,558,402,549,0.2038,9.6012,1.0665,0.0128,-0.0128,-0.099,7
186,156,165,175,553,0.4187,9.6044,1.0806,-0.0094,-0.0039,-0.0187,I
314,557,545,363,558,0.605,9.2915,0.2699,-0.0172,0.0844,0.0401,7
327,372,164,161,127,0.2679,9.5956,1.5133,-0.0126,0.0234,-0.0364,9
546,160,167,170,558,-0.1969,9.7191,1.3607,-0.0612,-0.0196,0.0056,Y
359,147,146,182,100,0.3995,9.8749,1.395,-0.0216,0.0505,-0.0561,T
347,531,551,552,365,0.4333,9.1666,1.3805,0.0673,0.0183,-0.0727,6
385,512,574,578,373,0.7252,9.8653,1.4648,0.0289,0.0067,-0.0536,6
187,207,207,210,181,0.0161,9.1627,0.7512,0.0296,-0.0191,-0.0104,E
213,139,171,176,557,2.2679,8.5443,3.3651,-0.0761,-0.0174,-0.0036,J
381,351,366,357,329,0.9495,9.1797,1.1377,0.0405,-0.0425,-0.0241,C
338,567,367,533,531,-0.1278,9.7839,0.8326,0.004,-0.0477,0.1103,8
568,147,161,143,553,0.5948,9.6106,1.7711,0.0111,-0.0325,-0.007,Y
393,589,557,515,367,0.4218,8.8926,1.4072,0.022,-0.0403,-0.0593,6
267,376,140,165,114,0.7604,9.6479,1.2714,-0.0054,-0.022,-0.0602,9
203,543,576,543,134,0.1297,8.8856,0.8879,-0.0345,0.052,0.0575,W
332,544,554,530,346,0.5064,9.3329,0.8368,0.0734,0.0133,-0.043,6
223,462,487,182,130,0.352,9.821,0.7786,-0.0344,0.0226,-0.0564,R
319,545,179,134,98,4.8826,6.7333,1.845,-0.011,0.036,-0.0204,G
135,563,542,529,551,0.5771,9.5394,0.6075,-0.0365,0.0379,0.0343,B
220,442,482,161,113,0.3382,9.6452,1.5049,-0.0306,-0.042,0.014,R
204,557,562,548,111,0.3636,9.3051,0.8839,-0.0193,-0.0726,0.0296,W
343,529,563,543,334,0.8565,9.2891,1.6891,-0.022,-0.0373,-0.0032,6
227,542,163,158,143,-0.0866,9.5978,0.4413,0.0697,0.0588,0.0196,1
355,173,184,142,108,1.0178,9.8441,0.7555,0.0434,-0.0233,-0.0849,T
531,559,555,545,540,0.6752,9.4906,0.7878,-0.0257,-0.0048,-0.005,5
186,233,219,200,129,0.4614,9.8481,0.9256,-0.0376,0.0892,0.0123,M
224,548,176,177,149,2.9628,8.3773,4.1035,0.068,0.075,0.0009,Z
280,155,120,140,115,0.8509,9.0474,0.9991,-0.0095,0.0795,-0.1105,S
165,550,543,578,545,0.6597,9.85,0.0802,0.0184,-0.105,0.0313,B
286,549,565,180,136,4.882,7.269,1.7992,0.0876,-0.0042,-0.077,H
273,540,330,537,566,0.2605,9.8303,0.8392,-0.0746,0.0074,-0.0074,8
559,555,555,557,562,0.5048,9.6517,0.8244,-0.0633,0.016,0.0076,5
166,221,239,200,180,0.5508,9.8636,0.552,-0.0084,0.0142,-0.0051,E
217,534,564,552,123,0.455,9.3936,0.7688,0.0581,0.0552,0.002,W
254,536,231,239,182,0.6114,9.8293,1.3184,-0.0235,-0.0643,-0.0253,D
291,157,117,126,83,0.5291,9.9237,1.3557,-0.0216,0.0627,0.0586,S
196,159,146,172,578,2.2624,8.4224,3.1084,0.0836,0.0535,-0.0392,J
237,567,164,153,130,3.1213,7.9664,4.1294,-0.0177,-0.1576,-0.0097,Z
371,164,168,200,126,0.9179,8.8679,0.6514,-0.0334,0.0292,0.0887,T
200,205,159,163,133,0.4248,9.5487,0.8482,-0.036,-0.0887,0.0492,N
187,198,190,206,135,0.1871,9.043,1.2497,-0.0343,0.0179,-0.0958,M
174,191,172,149,542,0.3922,9.6133,1.0496,0.0273,-0.0132,-0.0272,I
393,573,533,150,131,0.1603,7.2625,5.7628,0.018,0.0142,0.0832,P
560,567,147,153,139,0.7014,9.1964,1.6835,-0.0472,0.0241,-0.0013,L
184,523,532,174,83,0.9624,9.4029,0.9555,-0.0158,0.0582,-0.0535,V
268,131,131,106,83,0.3285,9.3282,0.7433,0.0531,-0.0052,0.1083,S
219,534,216,192,171,0.5917,9.8618,0.9089,-0.0861,-0.0179,-0.0612,D
222,537,231,229,206,0.3996,10.4806,0.4916,-0.0855,-0.0197,-0.0784,D
280,582,149,167,132,0.9779,7.0376,6.6248,-0.0039,-0.0598,-0.1159,Q
543,568,167,183,138,0.5827,9.5302,1.5766,0.0147,-0.0079,-0.0126,L
308,544,363,542,569,0.3332,9.6971,0.8897,0.0559,0.0006,-0.0604,8
199,564,160,164,123,0.427,9.9056,0.4631,-0.0749,0.0149,-0.017,1
163,174,161,172,593,1.8828,7.7986,3.1443,0.0083,-0.0366,0.0199,J
197,553,545,566,111,0.4502,9.4139,1.1388,0.0299,-0.0543,0.0256,W
202,547,555,522,586,-0.1503,9.765,0.1708,-0.0294,-0.0419,-0.0304,B
345,321,314,320,319,0.1262,9.4272,1.4612,-0.1271,-0.0703,-0.1443,O
359,319,322,355,313,0.2054,9.6647,1.6731,0.0047,0.0562,0.0598,O
313,558,148,137,142,0.2773,6.7565,6.2295,0.0576,0.0106,0.0171,Q
217,477,506,198,129,0.4925,9.285,0.694,-0.0558,0.0237,0.0019,R
572,576,162,181,127,0.2351,9.7373,1.9902,-0.051,-0.052,0.002,L
367,363,354,367,360,0.4759,8.8384,1.4235,0.0128,0.0597,-0.0386,C
563,561,142,172,109,-0.2288,9.352,1.5773,-0.0058,0.1434,0.0189,L
202,550,547,565,134,0.7068,9.3409,1.3217,0.0906,-0.0673,-0.092,W
200,203,184,201,138,0.2311,10.0603,0.5825,0.0736,-0.0113,-0.0422,M
214,135,98,130,102,0.9434,9.3445,0.7575,-0.0251,0.0458,0.0164,A
281,132,148,128,131,0.2689,9.2945,0.9699,-0.0364,-0.0624,0.0364,S
198,571,532,542,558,0.2544,9.8092,0.785,0.0325,-0.0601,0.0072,4
182,171,202,178,136,-0.07,9.8728,0.4171,-0.1171,0.0619,-0.0428,M
192,145,142,115,591,2.1667,8.465,2.7998,-0.1438,-0.0364,0.0358,J
557,542,150,136,145,0.0908,9.3844,1.2161,0.0388,-0.0167,-0.0067,L
263,274,555,569,576,0.2945,9.0742,0.9896,0.0488,-0.0788,0.0197,F
535,161,151,168,545,0.4633,9.0163,1.8433,0.0012,0.0008,0.0298,Y
298,240,552,549,557,0.5674,9.3652,1.4619,0.0304,0.0209,-0.1517,F
196,191,152,158,558,2.341,8.9032,3.1424,0.0616,0.0089,-0.0086,J
364,163,173,168,124,0.35,9.8966,0.9729,-0.0176,-0.0369,0.0211,T
256,527,182,151,146,2.6879,7.931,4.1162,0.0477,0.0285,-0.0215,Z
337,159,177,189,123,0.143,10.0925,1.0359,-0.0852,0.0931,0.0563,T
377,519,556,522,329,0.7259,9.4459,1.1049,-0.0697,0.0185,0.0043,6
416,514,552,134,127,0.2514,7.3102,6.0733,0.0237,-0.0096,0.0526,P
190,584,222,218,188,0.1691,9.9144,0.4794,0.0173,-0.0192,-0.0381,D
332,524,387,558,571,0.2521,9.3893,1.0012,-0.0644,0.0288,-0.0179,8
198,178,175,137,570,0.3919,9.5221,0.5348,0.0347,-0.0486,0.1067,I
198,220,212,174,169,0.1505,9.3015,0.5971,0.0876,0.0725,-0.0263,N
229,257,549,550,563,0.7831,9.3894,1.0896,-0.0204,-0.0306,0.0394,F
545,126,156,194,546,0.5874,9.2079,1.4783,0.0656,0.0127,0.1021,Y
191,551,524,548,560,0.9236,9.6028,1.0626,0.0223,0.0129,0.0415,4
559,548,600,170,138,0.8235,9.0533,1.325,-0.0108,-0.0346,0.041,3
147,185,149,167,141,-0.1053,9.2331,0.2905,0.0032,-0.017,-0.0139,N
544,564,561,175,112,0.4463,9.5381,0.983,0.0273,0.0787,0.0105,3
530,540,161,175,99,0.3309,9.2792,1.475,-0.0651,-0.0109,-0.0155,L
192,168,161,167,551,0.1985,9.4272,1.3752,0.0732,0.0278,0.0663,I
239,575,245,225,156,0.4382,9.9145,0.7757,0.0872,0.043,0.0284,D
149,518,558,517,537,-0.4227,9.6742,0.4549,-0.0163,-0.0521,-0.0586,B
256,561,549,188,124,0.39,9.3888,0.5178,0.0105,0.0532,-0.0439,2
269,135,115,127,71,1.0199,9.4196,0.9452,0.0973,-0.0412,0.0647,S
297,568,153,186,110,0.9418,7.0523,6.6199,-0.0502,0.0365,0.0382,Q
240,125,140,133,104,0.523,9.1151,1.2989,-0.0247,-0.0778,-0.0214,A
229,551,569,553,123,0.7505,9.2854,1.3471,-0.0397,-0.0527,-0.0433,W
307,556,603,142,112,4.5858,6.9302,2.0737,-0.0233,-0.027,0.0071,H
223,446,473,184,120,0.704,9.6546,0.6896,-0.0393,-0.0077,0.0252,R
231,132,112,136,117,0.1059,9.5716,1.2993,0.011,-0.0262,0.0005,S
215,536,564,153,125,0.8009,9.9212,0.4929,0.059,-0.0708,-0.0751,2
218,532,581,576,135,0.746,9.7691,1.5082,-0.0428,-0.0156,0.0234,W
315,556,559,155,132,5.0184,6.9064,2.0736,0.0528,-0.0011,-0.0008,H
563,505,526,556,572,-0.0978,9.2616,1.0135,-0.0048,0.0274,0.0457,5
202,531,551,159,137,0.8442,8.9392,0.8632,-0.0528,0.0382,0.0371,V
278,123,116,128,113,0.5889,9.5261,1.3978,0.0572,0.0394,-0.0589,S
414,566,541,172,156,0.0223,9.6067,1.2492,-0.0048,0.0619,0.1099,K
373,371,342,376,335,0.6598,8.896,1.3243,-0.0111,-0.072,0.0479,C
344,530,542,537,341,0.4715,9.3725,0.4319,0.0048,-0.0126,0.0113,6
570,560,547,194,122,0.9648,9.5878,1.2273,-0.0184,-0.0935,0.024,3
392,580,554,177,127,0.0368,7.2034,6.3758,0.0159,0.0245,-0.0617,P
229,537,143,165,88,0.2981,9.7237,0.6689,0.0171,-0.0639,-0.0093,1
330,336,360,346,323,0.4992,9.2024,1.1596,-0.1054,-0.0638,0.0585,0
207,359,183,160,90,-0.3773,9.2916,0.846,0.0178,-0.0726,-0.0691,X
235,529,158,165,117,-0.0595,9.5324,0.6021,-0.0364,0.0227,-0.0128,1
173,537,522,547,551,0.2339,9.5911,-0.1022,-0.0194,-0.0153,0.0317,B
190,155,167,166,549,2.039,8.2881,2.9486,-0.0168,-0.0634,-0.1176,J
248,597,155,155,140,3.1033,8.16,3.3513,-0.0119,0.0403,-0.1177,Z
542,555,566,542,539,0.7253,9.6529,1.0957,0.0553,-0.0573,-0.0116,5
277,130,126,121,92,0.2123,9.5509,0.9481,0.011,0.0277,-0.0147,S
283,152,129,150,100,-0.0782,9.4452,0.8555,0.0043,0.0511,-0.0821,S
529,552,166,161,108,0.84,8.8942,1.055,-0.0053,-0.0632,0.0611,L
217,541,552,177,123,0.9718,8.8833,1.7669,-0.0227,-0.0236,0.02,V
190,534,566,532,139,0.9159,9.1627,1.0666,0.0494,0.0616,-0.0322,W
349,534,550,543,299,0.2806,8.761,1.1038,0.0357,0.0027,0.0067,6
257,144,139,136,125,0.4809,9.3746,0.9114,-0.0382,-0.0509,-0.0695,S
189,550,559,524,131,0.1059,9.1227,1.3895,-0.0374,0.0655,-0.0292,W
532,163,133,153,539,0.5601,9.0066,1.3323,0.113,0.0432,0.03,Y
581,152,175,176,564,0.7678,9.3263,1.7012,-0.0708,0.0001,0.0354,Y
224,244,553,552,555,0.7107,9.4035,1.2362,-0.032,0.0491,-0.0215,F
217,381,149,144,160,0.0063,9.2746,1.2355,-0.0265,-0.0279,-0.0099,X
296,564,558,163,111,4.8554,6.2711,2.0707,0.0013,0.0094,0.0252,H
371,525,537,540,310,0.5302,9.2949,1.1089,-0.0062,-0.0361,0.0428,6
394,566,503,575,378,0.2238,9.2798,1.6317,0.0028,-0.0294,-0.0376,6
224,399,150,179,149,0.6779,9.2968,0.9296,-0.0303,-0.0149,-0.0421,X
183,227,238,198,210,0.2056,9.6087,0.847,0.0091,0.0446,-0.0614,E
541,562,151,159,142,1.0262,9.5614,1.54,-0.0258,-0.0505,0.0555,L
181,171,204,171,118,0.3301,9.7326,0.8611,0.0229,-0.0253,0.0263,N
307,363,132,137,136,0.6585,8.6062,0.8209,-0.0041,0.0212,0.0205,9
206,218,219,200,186,0.171,9.615,0.7027,0.0665,-0.0838,-0.0403,E
363,335,352,347,366,1.035,8.6143,1.764,-0.0717,0.0165,-0.0407,C
192,551,533,526,556,0.4765,9.6617,0.9533,-0.0726,-0.0006,-0.0626,B
190,187,170,171,580,0.1834,9.2214,1.1621,0.0068,0.007,-0.0317,I
413,552,513,185,132,0.3642,9.8397,1.3742,0.0577,-0.0124,-0.0502,K
306,558,170,159,125,0.6505,7.7338,6.2033,0.0021,-0.0598,-0.001,Q
189,566,528,180,102,0.5272,9.8805,0.9719,-0.0611,0.0565,0.0273,2
204,227,201,231,199,0.0788,9.2647,1.2065,-0.0117,0.0795,0.0251,E
237,573,237,187,211,-0.2516,9.8694,0.6897,0.0351,-0.0666,0.0586,D
216,544,152,156,140,2.4835,7.7753,4.4485,-0.0045,-0.0286,-0.0637,Z
220,374,161,146,126,0.2824,9.4789,1.2653,-0.0601,0.0089,-0.0626,X
182,163,158,136,541,2.2124,8.3858,3.0077,0.0117,0.0157,0.0573,J
192,147,135,107,90,0.2744,9.5958,1.4021,-0.0938,0.0058,-0.008,A
564,174,161,180,560,0.6427,10.0074,1.5577,-0.0264,-0.0354,-0.0042,Y
347,569,568,524,346,1.1187,9.7489,1.2565,0.0548,0.0825,0.0047,6
234,564,561,525,133,0.9382,9.5514,1.3191,-0.0268,-0.0452,-0.0786,W
179,223,263,204,228,1.0013,9.4708,0.9106,-0.0346,-0.0034,-0.0703,E
307,561,555,146,144,5.4447,7.2814,2.2969,-0.028,0.0538,0.0073,H
197,553,542,554,597,0.4811,10.1127,0.2339,0.0036,0.041,0.0193,4
223,561,185,145,167,3.1179,7.8497,4.6899,-0.0208,-0.0606,-0.0255,Z
196,566,168,150,117,2.8622,7.6775,4.402,0.0582,-0.0201,-0.0157,Z
304,335,344,329,364,0.352,9.2265,1.5613,-0.0377,-0.0721,-0.0549,O
186,145,143,176,560,2.1901,8.6839,2.394,-0.057,-0.051,-0.0408,J
197,198,213,162,146,0.455,9.9389,1.2844,0.0288,0.0052,0.0049,N
299,550,162,176,130,-0.0727,6.5824,6.1748,0.0228,0.0278,0.0835,Q
309,562,617,396,562,0.1181,8.8239,1.3853,0.056,-0.0314,-0.0044,7
244,369,153,135,134,0.4623,9.7574,0.5601,0.0071,0.0214,-0.0451,X
285,575,177,174,144,0.6508,7.2832,6.3008,0.0689,0.0644,0.019,Q
526,544,544,149,121,0.356,9.2064,1.5384,-0.0042,0.0463,0.0495,3
243,563,163,183,129,0.3484,9.1816,0.5782,-0.0646,-0.0201,0.0084,1
232,550,169,158,124,3.0513,8.5831,4.2527,0.0355,0.0102,-0.0666,Z
426,528,542,149,127,0.1946,8.9696,0.6835,0.0819,0.0123,0.0106,K
409,576,552,166,130,0.5691,9.3523,0.9357,0.0405,0.0139,-0.0057,K
358,335,384,348,350,1.134,9.0599,1.8283,0.024,-0.0431,0.1089,C
284,542,569,156,156,5.1647,6.8818,2.348,0.0223,-0.0466,0.0929,H
313,335,209,130,121,0.5263,9.0606,1.365,-0.0309,0.0412,0.0199,9
218,187,184,156,110,0.8202,9.2981,1.0605,0.0345,-0.0152,0.0905,N
193,156,180,141,567,1.8039,8.5669,3.0207,-0.0126,0.0239,0.0022,J
199,519,569,166,118,0.4289,9.6793,0.4281,0.0073,0.0694,0.0782,2
189,184,183,127,141,-0.002,10.1575,0.7137,0.0655,-0.0905,0.0366,N
188,178,140,167,543,1.4934,8.7354,3.2726,0.0229,-0.0091,-0.0633,J
312,547,372,545,549,0.203,9.713,1.3908,-0.0225,0.0364,0.0078,8
401,549,542,172,129,0.0486,9.5761,0.2624,0.0207,-0.0705,-0.0048,K
579,529,543,513,545,0.6329,9.7876,1.2381,-0.0017,-0.0538,0.0207,5
377,529,516,555,361,0.8354,9.701,1.244,-0.0459,-0.0241,-0.0121,6
219,245,175,211,221,0.2572,9.3528,0.9152,-0.056,-0.0852,0.0526,E
214,432,486,160,119,0.4579,9.9832,0.7536,0.0004,-0.0591,-0.0111,R
184,520,519,548,561,0.2956,9.9111,0.8186,-0.029,-0.016,0.0541,4
441,532,531,150,106,0.4046,9.8267,0.8169,-0.0687,0.0146,-0.0028,K
321,327,166,130,108,0.7496,8.8827,0.7907,-0.0512,-0.0792,-0.071,9
181,549,547,568,568,0.3869,9.6061,0.5699,-0.0438,0.0139,-0.0707,4
168,536,552,553,547,0.2594,9.5178,0.3787,-0.0343,-0.0716,0.0073,B
428,556,554,153,114,0.2913,9.0459,1.0757,0.0024,-0.0467,0.0784,K
312,519,327,534,569,0.0205,10.0503,1.2556,0.0335,0.0428,0.0213,8
297,504,169,172,156,4.7635,6.739,1.196,-0.0147,0.0451,-0.0306,G
214,550,147,171,131,3.1507,8.4549,3.9309,0.0055,-0.0493,-0.0626,Z
337,314,313,333,364,1.087,9.4079,1.6546,0.0301,-0.0267,-0.0346,0
250,519,543,155,127,0.432,9.1259,1.7367,-0.0135,-0.0535,0.104,V
195,185,120,153,553,1.8991,8.448,3.4341,0.0337,0.0479,0.0024,J
293,280,548,562,570,0.752,9.7336,1.5313,-0.0064,0.0321,-0.0192,F
327,541,145,165,103,4.8019,7.3667,2.0187,-0.094,-0.0898,0.0081,G
231,534,525,559,109,0.9617,9.4469,1.1392,-0.0411,0.0108,-0.0795,W
344,356,371,374,369,1.5423,9.1518,1.1832,-0.0128,0.0154,0.1034,C
326,343,335,367,367,0.3607,9.15,1.8389,0.0168,0.0568,0.0199,O
338,349,372,326,335,0.8293,9.1571,1.7163,-0.0408,0.0129,-0.0106,0
181,128,123,141,574,0.1096,9.7383,1.2939,-0.055,0.0239,0.0269,I
297,552,568,340,575,0.2656,9.1159,0.8523,0.0031,0.012,-0.0375,7
194,551,543,550,572,0.088,9.7231,0.7673,0.0859,0.0148,0.0164,4
201,184,169,202,149,0.1282,9.7521,1.2745,0.0169,-0.0198,0.052,M
301,563,159,163,119,4.9455,7.4024,2.0277,0.0068,-0.0724,-0.0155,G
215,354,164,141,125,0.5218,9.298,1.2223,0.0425,-0.0604,-0.0379,X
229,542,168,175,111,0.0884,9.8703,0.5485,0.0586,0.0135,0.093,1
188,525,547,516,126,0.2317,9.3772,1.251,-0.0929,0.0163,-0.0225,W
210,196,214,225,181,0.6349,9.3293,1.4226,-0.0063,0.0336,0.0373,E
329,349,357,310,297,0.9044,9.4497,1.1605,0.0492,0.0171,0.1102,O
364,351,378,373,367,0.9631,9.1808,1.3663,0.1027,-0.0406,0.1053,C
272,253,542,540,575,0.5076,8.8621,1.1855,-0.0769,0.1092,-0.0483,F
303,376,170,171,140,0.8289,8.6619,1.1963,0.0421,0.1262,-0.005,9
308,539,182,190,104,0.5493,6.8596,6.7777,-0.0006,0.0027,0.0247,Q
204,566,185,154,105,2.7069,8.0276,4.0088,-0.017,-0.0415,0.0814,Z
324,333,349,334,309,0.6372,9.4622,1.2991,0.0021,-0.0376,-0.0433,O
192,552,568,185,106,0.6338,10.2177,0.5948,-0.0087,-0.0616,0.0927,U
339,546,168,179,157,0.6503,7.0007,6.5084,-0.0523,-0.0191,0.0026,Q
204,377,148,152,174,0.5507,10.0548,1.1631,0.0201,-0.0313,0.0489,X
283,363,130,142,130,0.561,9.5229,1.4146,-0.002,-0.0344,0.0229,9
214,190,220,198,129,-0.4498,9.3364,0.8062,0.0099,-0.0607,-0.0364,M
346,310,340,317,305,0.6202,10.052,1.2267,0.036,-0.0156,-0.0237,O
297,336,187,130,166,0.4358,9.5356,1.3603,-0.0495,-0.0105,-0.0051,9
566,550,569,554,543,0.938,9.301,0.7763,0.041,-0.0456,-0.0647,5
529,171,168,118,522,0.5932,9.9106,1.5791,-0.1225,-0.0806,0.0313,Y
196,434,482,160,145,-0.1016,9.5799,0.7439,-0.0536,0.0439,-0.0046,R
535,541,528,566,567,0.2731,9.2825,1.0709,-0.0706,-0.0534,-0.001,5
174,536,556,543,561,-0.0041,9.4531,0.3998,0.0132,-0.0174,0.0133,4
156,194,188,180,134,0.4453,9.4554,0.8005,0.0472,-0.0032,0.0087,N
552,569,532,161,108,0.7502,9.4356,0.9723,-0.0564,0.0774,0.0025,3
191,533,558,533,115,0.612,9.6745,1.3982,-0.0023,0.0109,0.0059,W
264,256,544,551,560,0.8284,9.3638,1.095,-0.009,-0.0357,-0.018,F
220,536,569,169,125,1.2141,9.1883,1.0755,0.0528,0.0126,-0.0159,V
404,525,545,157,83,0.5592,9.4452,1.3546,0.0108,0.0368,0.0595,K
184,198,190,155,151,0.9211,9.547,0.5306,0.0753,0.0945,-0.0084,M
398,547,551,151,150,-0.0485,9.1585,1.146,-0.0581,-0.06,0.0062,K
214,562,150,196,76,0.2256,9.8138,0.1342,-0.0544,0.0378,0.0964,1
156,549,550,515,559,-0.0069,9.5521,0.9331,-0.0628,0.0407,-0.0139,B
287,284,566,537,566,0.2168,9.6733,1.1778,-0.0205,-0.0612,-0.1239,F
194,173,175,154,568,1.7201,8.187,2.6653,0.0012,-0.0589,-0.0212,J
534,568,561,526,542,0.3791,9.9153,0.8863,0.0654,0.0155,-0.0416,5
294,558,544,127,144,5.3285,7.5514,2.1266,-0.0124,0.0417,0.0425,H
402,561,537,174,137,0.3187,9.8485,1.0233,0.0551,0.0897,-0.0121,K
211,549,219,233,155,0.4003,9.513,0.5484,-0.0371,-0.0107,-0.1801,D
276,232,545,560,573,0.801,9.4884,1.1413,0.0269,-0.0476,-0.0422,F
341,176,178,148,100,0.4834,9.7773,0.5257,0.0034,0.0564,-0.0058,T
147,151,149,157,526,0.4212,9.2181,1.1397,-0.0311,-0.0048,0.0002,I
180,528,535,562,552,0.7427,9.9343,1.0022,0.069,-0.0588,0.0478,4
186,164,179,176,112,0.3279,9.2076,0.7568,-0.0282,-0.0611,0.0395,N
197,433,455,126,134,-0.0714,9.3732,0.8117,-0.0094,-0.0357,0.0759,R
290,257,577,538,523,0.7207,9.4746,1.2103,-0.0321,-0.0017,-0.0256,F
549,526,136,162,84,0.3446,9.4693,1.1829,0.0497,0.0596,-0.0508,L
562,556,577,148,135,-0.1397,9.3463,0.9092,0.0784,-0.0012,0.0457,3
329,376,149,154,134,0.7672,9.7123,1.3905,0.0907,0.0213,-0.0222,9
191,562,529,547,545,0.0837,9.5759,0.3567,-0.0628,-0.0064,-0.028,B
165,219,195,178,112,-0.2675,10.1026,0.7981,0.0246,0.0328,-0.0168,N
559,560,163,154,130,0.5801,9.937,1.2383,-0.0278,0.0142,-0.0128,L
209,543,161,133,140,2.8309,8.6886,3.8561,-0.0195,-0.0678,-0.0807,Z
194,181,221,181,155,0.1208,9.8314,0.8756,-0.0069,-0.0395,0.0162,M
426,565,528,169,143,0.113,9.3261,0.759,0.0386,-0.0035,-0.016,K
392,552,548,171,157,0.519,7.6101,6.1366,-0.0384,0.1144,-0.0062,P
258,541,353,515,573,0.2843,8.9546,1.1805,0.0545,-0.0067,-0.0755,8
308,157,159,184,109,0.5451,9.526,0.4322,-0.0363,-0.0383,0.0842,T
283,525,578,172,130,4.803,7.2723,1.7527,0.0397,-0.0436,-0.0322,H
198,544,177,145,89,3.1589,7.7173,3.8083,0.0065,0.0039,0.0511,Z
179,195,188,184,98,0.1456,9.2669,0.9655,0.0496,0.037,0.0171,M
229,407,172,139,147,0.2709,9.9036,1.4629,0.0311,-0.0639,-0.023,X
324,332,310,348,339,0.7809,9.2297,1.4868,0.0073,0.0547,0.0518,0
340,361,383,324,379,1.3367,8.8621,1.663,0.0002,0.0615,0.0491,C
228,548,568,559,114,0.5025,9.347,0.9036,-0.0113,0.057,0.0547,W
344,545,165,138,133,4.4062,7.2081,2.2173,0.068,-0.051,0.008,G
236,156,122,123,100,0.2989,9.6085,1.1642,-0.0382,-0.0092,-0.0077,S
143,556,551,556,563,0.3519,10.1342,0.6704,-0.0525,0.0681,0.082,B
326,551,342,556,563,0.2102,9.2987,1.2606,-0.0494,-0.0685,-0.0388,8
254,522,577,207,159,0.2952,9.7359,0.5686,-0.0338,0.0862,0.035,2
181,184,172,168,98,-0.0989,10.0896,0.5929,-0.1471,-0.0294,-0.0795,M
229,149,112,127,87,0.304,10.0296,1.1215,-0.063,0.0459,0.1061,A
420,546,557,136,153,0.0417,9.7324,1.0354,-0.0095,-0.0135,-0.0319,K
182,158,151,177,564,0.1526,9.8024,0.7174,-0.0164,0.0024,0.0232,I
222,550,249,194,168,-0.1848,9.7118,0.8499,0.0771,0.0122,-0.0202,D
334,365,328,345,326,0.6186,9.0126,1.6571,-0.0963,-0.051,-0.0271,0
200,193,184,166,176,0.0943,9.525,0.5996,-0.0282,0.0408,0.0358,N
296,563,168,186,138,4.6975,6.4831,2.0934,-0.0264,-0.049,-0.0634,G
204,558,555,558,554,-0.4192,9.4183,0.2516,-0.0826,0.0535,-0.0272,4
186,179,185,215,118,0.1977,9.8219,0.3742,-0.042,-0.0369,0.0028,M
298,152,141,152,102,0.1974,9.6457,1.0203,-0.0421,0.0631,-0.0027,S
585,541,197,172,138,0.3465,9.5731,2.0078,-0.0072,-0.017,-0.0123,L
358,382,357,339,365,0.9385,9.0094,1.9823,-0.001,0.0145,-0.0589,C
210,568,540,151,106,0.2975,9.3124,0.5625,-0.0033,-0.0012,0.0628,U
218,565,523,169,148,0.0548,9.6245,0.1548,0.0437,0.0398,-0.001,U
306,556,550,174,81,4.5741,7.1251,1.3869,-0.0265,-0.0027,-0.0414,H
269,151,172,119,113,0.6051,10.0938,1.2116,0.0301,0.0426,0.0461,S
192,569,536,556,536,0.3717,9.8352,-0.0609,-0.0581,-0.0142,-0.015,B
197,542,547,133,115,0.7795,9.9037,1.6113,0.0079,0.0845,0.0294,V
219,435,496,185,98,0.0369,9.5522,0.6407,0.0263,0.092,-0.019,R
